Station,Utilization,AvgQueue,Failures
Station_1,0.6618142931538615,1.1350737797956867e-05,0
Station_2,0.8649095534937515,0.40548240635641314,2.96
Station_3,0.17547944814480707,0.0026787741203178205,2.75
Station_4,0.850913096007574,1.538399545970488,0
Station_5,0.17265794181683722,0,0
Station_6,0.8472198139713046,0.20102156640181612,2.76
Station_7,0.2863336201037864,0,0
